Added At,Name,Album,Release Date,Artists,Genres,Popularity,Duration (ms),Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence
2021-10-03T12:17:59Z,Quel Bar,Quel Bar,2019-11-15,ARIETE,"italian hip hop, rome indie, italian pop",39,218333,0.909,0.426,0.172,0.0233,0.124,-22.029,0.0425,99.893,0.111
2021-10-01T19:37:15Z,Blank Space,1989 (Deluxe),2014-01-01,Taylor Swift,pop,82,231826,0.103,0.76,0.703,0,0.0913,-5.412,0.054,95.997,0.57
2021-09-29T14:00:23Z,L,L,2021-09-29,ARIETE,"italian hip hop, rome indie, italian pop",37,159449,0.169,0.556,0.515,0,0.162,-9.024,0.0289,79.952,0.384
2021-09-25T13:33:56Z,Your Power,Happier Than Ever,2021-07-30,Billie Eilish,"pop, art pop",73,245896,0.932,0.632,0.284,0.000476,0.233,-14.025,0.0801,129.642,0.208
2021-09-25T13:33:54Z,Happier Than Ever,Happier Than Ever,2021-07-30,Billie Eilish,"pop, art pop",83,298899,0.767,0.332,0.225,0.00349,0.128,-8.697,0.0348,81.055,0.297
2021-09-25T13:33:41Z,We Are Never Ever Getting Back Together,Red (Deluxe Edition),2012-10-22,Taylor Swift,pop,59,193146,0.00957,0.628,0.676,2.65e-05,0.121,-5.911,0.0916,85.984,0.75
2021-09-21T10:46:08Z,Belva,OK,2021-02-12,Gazzelle,"italian pop, rome indie, italian adult pop",0,175913,0.116,0.664,0.7,2.15e-05,0.123,-6.822,0.0996,160.039,0.475
2021-09-17T06:56:30Z,Tornado,2004,2016-10-21,Frah Quintale,"milan indie, italian hip hop, italian indie pop, italian pop",45,180087,0.106,0.564,0.863,0,0.29,-4.564,0.106,82.865,0.823
2021-09-16T10:19:17Z,Tout l'univers,Tout l'univers,2021-03-10,Gjon's Tears,pop,0,183706,0.81,0.534,0.365,2.52e-06,0.158,-9.187,0.033,123.466,0.237
2021-09-12T21:26:43Z,D'improvviso,Zero Gravity,2016-03-11,Lorenzo Fragola,"italian pop, italian adult pop",54,209400,0.653,0.587,0.616,0,0.0976,-6.578,0.0388,129.769,0.326
2021-09-11T11:41:01Z,august,folklore,2020-07-24,Taylor Swift,pop,85,261922,0.538,0.532,0.623,7.28e-05,0.0925,-9.208,0.0331,89.937,0.403
2021-09-11T11:34:12Z,Space,A Celebration Of Endings,2020-08-14,Biffy Clyro,"modern rock, scottish rock",50,235946,0.206,0.457,0.559,0,0.193,-5.17,0.027,156.907,0.41
2021-09-09T18:38:31Z,Mille guerre,18 anni,2020-12-03,ARIETE,"italian hip hop, rome indie, italian pop",51,137562,0.537,0.538,0.579,0,0.165,-6.986,0.114,166.053,0.616
2021-09-09T18:38:29Z,Amianto,Spazio,2020-05-14,ARIETE,"italian hip hop, rome indie, italian pop",43,179541,0.892,0.452,0.297,0,0.194,-14.231,0.0429,131.24,0.0929
2021-09-09T18:38:14Z,Look After You,How To Save A Life,2005-09-13,The Fray,"piano rock, pop, pop rock, neo mellow",75,266773,0.0575,0.447,0.592,4.47e-06,0.13,-3.015,0.0319,78.039,0.283
2021-09-09T08:47:02Z,Insicuri,Spazio,2020-05-14,ARIETE,"italian hip hop, rome indie, italian pop",33,207567,0.636,0.513,0.206,0,0.0989,-15.234,0.0509,74.07,0.211
2021-08-23T20:10:06Z,Dedicato a te,Crepe,2020-08-28,Irama,"italian pop, italian adult pop",41,208000,0.852,0.655,0.472,0,0.0881,-6.149,0.0319,87.547,0.362
2021-08-23T20:09:46Z,Ieri L'Altro,Stanza Singola,2019-01-25,Franco126,"italian hip hop, rome indie, italian pop",51,230896,0.648,0.581,0.38,0,0.0908,-11.004,0.0368,144.917,0.332
2021-08-20T11:01:21Z,Promettimi,Diari Aperti,2019-05-03,Elisa,"italian pop, italian adult pop",51,235226,0.744,0.599,0.394,0,0.118,-6.128,0.0297,129.955,0.237
2021-08-15T10:19:59Z,Lacrime da bere,Lacrime da bere,2020-10-22,M.E.R.L.O.T,"italian hip hop, indie, italian pop",32,162967,0.577,0.455,0.676,0,0.704,-7.28,0.0596,154.611,0.607
2021-08-13T09:44:05Z,Ti amo ma,Ti amo ma,2021-07-22,"Tecla, Alfa",pop virale italiano,0,167520,0.0204,0.776,0.416,2.83e-06,0.157,-8.819,0.0645,124.989,0.581
2021-08-13T09:21:52Z,Super Martina (feat. Gazzelle),Bengala,2018-04-27,"Lorenzo Fragola, Gazzelle","italian pop, rome indie, italian adult pop",43,178687,0.128,0.759,0.709,0,0.178,-3.898,0.0512,110.015,0.564
2021-08-03T09:48:28Z,Supernova (tigers blud),Supernova (tigers blud),2020-08-21,Kat Cunning,pop,37,196392,0.0605,0.571,0.71,0,0.111,-6.849,0.0711,137.829,0.294
2021-07-27T13:16:02Z,Bergamo,Fuori dall'Hype Ringo Starr,2020-02-07,Pinguini Tattici Nucleari,"bergamo indie, italian pop, italian indie pop, milan indie",55,288266,0.187,0.615,0.603,9e-06,0.0958,-4.405,0.0332,140.051,0.349
2021-07-25T13:12:16Z,Up at Night,Up at Night,2016-05-18,Cimorelli,viral pop,25,244327,0.114,0.52,0.607,0,0.302,-6.351,0.0381,78.244,0.425
2021-07-25T13:12:12Z,Back to Me,Back to Me,2019-11-08,Lisa Cimorelli,pop,10,231272,0.0565,0.55,0.749,0,0.11,-3.911,0.0421,109.943,0.218
2021-07-25T13:12:09Z,Stay,Stay,2018-06-16,Cimorelli,viral pop,7,205116,0.629,0.316,0.372,0,0.0821,-7.568,0.029,88.653,0.0472
2021-07-25T13:12:03Z,hope ur ok,SOUR,2021-05-21,Olivia Rodrigo,pop,73,209560,0.388,0.443,0.298,1e-05,0.103,-12.181,0.0644,77.253,0.172
2021-07-10T20:49:35Z,When We Were Young,25,2015-11-20,Adele,"pop soul, uk pop, pop, british soul",76,290900,0.303,0.376,0.595,0,0.095,-5.936,0.0496,144.361,0.265
2021-07-10T20:49:34Z,Someone Like You,21,2011-01-24,Adele,"pop soul, uk pop, pop, british soul",81,285240,0.893,0.556,0.319,0,0.0996,-8.251,0.0281,135.187,0.294
2021-05-24T17:18:04Z,When I Was Your Man,Unorthodox Jukebox,2012-12-07,Bruno Mars,"dance pop, pop",87,213826,0.932,0.612,0.28,0,0.088,-8.648,0.0434,72.795,0.387
2021-05-05T10:50:37Z,L'ultima notte,L'ultima notte,2021-05-03,ARIETE,"italian hip hop, rome indie, italian pop",58,157566,0.268,0.618,0.687,0,0.126,-5.603,0.0446,94.037,0.398
2021-05-02T11:24:23Z,Avrei voluto dirti,Spazio,2020-05-14,ARIETE,"italian hip hop, rome indie, italian pop",38,184615,0.41,0.724,0.368,0.000227,0.0777,-12.383,0.0586,103.938,0.233
2021-03-06T15:07:25Z,VOCE,VOCE,2021-03-03,Madame,"italian hip hop, trap italiana, italian pop",46,211410,0.105,0.615,0.834,0,0.157,-5.471,0.0667,112.602,0.341
2021-01-13T22:15:22Z,Le parole più grandi,Niente che non va,2015-09-04,Coez,"rap napoletano, italian pop, rome indie, italian adult pop",56,224931,0.788,0.411,0.411,4.22e-06,0.0968,-9.025,0.0338,118.327,0.256
2020-12-16T21:30:00Z,Echo,Midnight Starlight,2011-02-21,Jason Walker,viral pop,50,212640,0.664,0.403,0.45,7.57e-06,0.0946,-6.314,0.0297,147.694,0.116
2020-12-16T21:27:02Z,War of Hearts (Acoustic Version),War of Hearts (Acoustic Version),2017-06-23,Ruelle,metropopolis,0,232327,0.959,0.444,0.126,0,0.0751,-11.77,0.0344,138.069,0.407
2020-11-15T18:07:04Z,Scusa,Scusa,2020-11-13,Gazzelle,"italian pop, rome indie, italian adult pop",0,210361,0.546,0.673,0.469,0,0.142,-5.725,0.0326,129.934,0.374
2020-11-15T11:06:49Z,Kiwi,Evergreen,2018-05-25,Calcutta ,"italian pop, rome indie",49,222826,0.0611,0.615,0.416,1.55e-06,0.453,-7.09,0.026,89.952,0.271
2020-11-07T22:10:45Z,Alfonso,Manuale Distruzione,2014-03-11,Levante,"italian pop, turin indie, italian adult pop",0,212000,0.683,0.616,0.67,0,0.287,-6.223,0.059,79.448,0.812
2020-11-07T12:35:45Z,No One,As I Am,2007-11-09,Alicia Keys,"r&b, pop, neo soul",0,253813,0.03,0.649,0.552,6.47e-06,0.111,-5.419,0.0292,89.969,0.158
2020-10-31T11:42:22Z,Glovo,Glovo,2020-10-23,COMETE,italian indie pop,26,183603,0.0803,0.79,0.919,0,0.122,-3.742,0.16,102.958,0.787
2020-10-26T22:25:24Z,Latina,Fortuna,2020-08-27,Emma,"italian pop, italian adult pop",39,203685,0.0621,0.682,0.852,0,0.251,-4.802,0.0762,105.021,0.39
2020-10-25T19:06:37Z,ALTALENE (feat. Mara Sattei & Coez),BV3,2020-10-02,"BLOODY VINYL, Slait, thasup, Mara Sattei, Coez","italian hip hop, trap italiana, rome indie, rap napoletano, italian pop, italian adult pop",0,186853,0.108,0.647,0.692,0,0.126,-4.6,0.098,139.693,0.342
2020-10-23T15:23:30Z,E invece niente,Deluderti,2018-03-30,Maria Antonietta,"italian indie pop, italian alternative",20,188360,0.0848,0.877,0.548,0,0.113,-7.549,0.101,99.009,0.79
2020-10-16T22:01:08Z,Make You Feel My Love,19,2008-01-28,Adele,"pop soul, uk pop, pop, british soul",1,212040,0.907,0.559,0.172,0.000383,0.105,-10.636,0.0291,77.025,0.0955
2020-10-16T10:44:03Z,Venerdì,Venerdì,2020-10-15,ARIETE,"italian hip hop, rome indie, italian pop",39,190947,0.503,0.491,0.479,0,0.0402,-8.939,0.0522,79.103,0.155
2020-10-12T13:38:11Z,16 Marzo (feat. Gow Tribe),16 Marzo (feat. Gow Tribe),2020-04-03,"Achille Lauro, Gow Tribe","italian pop, italian hip hop, italian adult pop",0,233492,0.214,0.49,0.61,0,0.127,-4.981,0.0297,129.91,0.226
2020-10-04T10:30:18Z,Monolocale,Settebello,2020-03-20,Galeffi,"italian indie pop, rome indie",43,184000,0.186,0.659,0.499,0,0.173,-5.75,0.0262,75.052,0.465
2020-10-01T14:18:23Z,colpa mia,colpa mia,2020-06-11,MIVÀ,"italian hip hop, indie, italian pop",0,187682,0.461,0.567,0.592,0,0.117,-5.749,0.2,81.852,0.457
2020-10-01T14:18:17Z,Duemilacredici,Duemilacredici,2020-03-13,Caterina Cropelli,italian indie pop,0,205440,0.213,0.557,0.639,0,0.14,-7.648,0.099,176.013,0.583
2020-10-01T14:18:00Z,Amarena,Banzai (Lato blu),2020-06-26,Frah Quintale,"milan indie, italian hip hop, italian indie pop, italian pop",56,214000,0.153,0.758,0.798,0,0.0413,-4.071,0.0905,106.99,0.934
2020-10-01T14:17:51Z,MINE,MINE,2020-09-11,Scirocco,italian indie pop,0,183375,0.176,0.795,0.588,0,0.116,-10.323,0.0422,119.995,0.761
2020-09-27T16:32:06Z,Regali fatti a mano,Regali fatti a mano,2020-05-14,Gio Evan,"italian pop, italian indie pop",29,165690,0.236,0.631,0.611,0,0.33,-6.791,0.0499,91.07,0.514
2020-09-27T15:05:17Z,Come fanno le onde,Come fanno le onde,2020-07-03,svegliaginevra,italian indie pop,0,141331,0.292,0.688,0.693,2.53e-05,0.393,-6.866,0.0646,159.895,0.864
2020-09-27T14:24:16Z,Dall'altra parte del mondo,Dall'altra parte del mondo,2020-06-26,Gregorio Sanchez,"italian hip hop, indie, italian pop",9,219520,0.735,0.488,0.356,0.00756,0.187,-10.613,0.0512,111.078,0.36
2020-09-27T09:03:30Z,LEONI - feat. Giorgio Poi,FEAT (Stato di Natura),2020-03-13,"Francesca Michielin, Giorgio Poi","italian adult pop, italian indie pop, rome indie, italian pop, italian alternative",37,229533,0.131,0.817,0.825,7.78e-05,0.101,-5.629,0.0268,115.974,0.625
2020-09-25T14:03:11Z,Le Donne Sono Come Le Stelle,Le Donne Sono Come Le Stelle,2020-06-19,Leo Pari,"italian indie pop, rome indie",0,212741,0.197,0.709,0.818,0,0.314,-4.637,0.0769,102.037,0.568
2020-09-25T14:02:32Z,La storia infinita,La storia infinita,2020-08-28,Pinguini Tattici Nucleari,"bergamo indie, italian pop, italian indie pop, milan indie",41,207802,0.169,0.701,0.744,0,0.115,-3.421,0.0411,89.986,0.651
2020-09-24T11:39:49Z,Un cuore in due,di20are,2016-02-19,Francesca Michielin,"italian pop, italian adult pop",37,212320,0.112,0.649,0.725,7.98e-05,0.108,-3.164,0.0329,136.005,0.363
2020-09-09T14:12:20Z,Valore Assoluto,Il Mestiere Della Vita Urban Vs Acoustic,2017-11-10,"Tiziano Ferro, Levante","italian pop, turin indie, italian adult pop",19,231440,0.503,0.58,0.708,0,0.287,-3.995,0.0499,83.73,0.345
2020-09-06T11:00:19Z,La musica non c'è,Faccio un casino,2017-05-05,Coez,"rap napoletano, italian pop, rome indie, italian adult pop",69,222786,0.381,0.747,0.498,0,0.712,-6.674,0.0353,135.919,0.53
2020-09-06T10:55:17Z,Talking to the Moon,Doo-Wops & Hooligans,2010-10-05,Bruno Mars,"dance pop, pop",76,217866,0.511,0.498,0.59,0,0.107,-4.721,0.032,145.867,0.0784
2020-09-03T07:53:13Z,Il bacio di Klimt,Il bacio di Klimt,2020-04-21,Emanuele Aloia,italian pop,0,177000,0.45,0.685,0.764,0,0.227,-4.503,0.0664,80.037,0.315
2020-09-03T07:53:10Z,VIENIMI (a ballare),VIENIMI (a ballare),2020-07-03,AIELLO,italian pop,43,172568,0.256,0.701,0.885,0,0.294,-5.019,0.388,103.955,0.586
2020-09-03T07:53:07Z,Superclassico,Gemelli,2020-06-18,Ernia,"italian hip hop, milan indie, italian pop",62,172200,0.0624,0.623,0.663,4.49e-06,0.0922,-6.458,0.142,149.91,0.346
2020-09-03T07:53:05Z,Break My Heart,Break My Heart,2020-03-25,Dua Lipa,"dance pop, uk pop, pop",62,221820,0.167,0.73,0.729,1.39e-06,0.349,-3.434,0.0886,113.012,0.467
2020-09-03T07:52:58Z,Hypnotized,Hypnotized,2020-04-08,"Purple Disco Machine, Sophie and the Giants","sheffield indie, deep house, house",64,195657,0.0968,0.69,0.813,0.000324,0.109,-5.084,0.0997,108.078,0.704
2020-07-22T17:49:50Z,Thinking out Loud,x (Deluxe Edition),2014-06-21,Ed Sheeran,"singer-songwriter pop, uk pop, pop",81,281560,0.474,0.781,0.445,0,0.184,-6.061,0.0295,78.998,0.591
2020-07-16T17:41:32Z,Giugno,Giugno,2020-01-17,Tananai,"italian pop, italian adult pop",0,177750,0.602,0.597,0.436,0,0.304,-10.544,0.0465,124.871,0.486
2020-07-07T07:01:57Z,Sirene,Sirene,2020-07-07,Levante,"italian pop, turin indie, italian adult pop",34,205652,0.406,0.53,0.733,4.66e-06,0.0879,-5.074,0.039,88.955,0.3
2020-07-01T15:46:20Z,Blu,Latte di soia,2018-07-06,Postino,italian indie pop,0,231853,0.229,0.442,0.533,0,0.105,-5.577,0.0331,75.881,0.131
2020-07-01T15:20:29Z,Questa Notte,Questa Notte,2018-10-26,Ex-Otago,"italian indie pop, rap napoletano, italian pop, indie liguria, italian alternative",23,185786,0.036,0.586,0.626,0,0.303,-6.956,0.0295,74.98,0.319
2020-06-12T11:54:54Z,Chasing Pavements,19,2008-01-28,Adele,"pop soul, uk pop, pop, british soul",0,210506,0.291,0.614,0.47,0,0.111,-6.09,0.0255,80.045,0.329
2020-06-06T16:39:13Z,Someone Like You,21,2011-01-19,Adele,"pop soul, uk pop, pop, british soul",2,285240,0.893,0.554,0.321,0,0.0996,-8.251,0.028,135.047,0.288
2020-06-06T16:39:05Z,Frosinone,Mainstream (Deluxe Edition),2016-06-03,Calcutta ,"italian pop, rome indie",56,189440,0.153,0.576,0.555,0,0.343,-5.803,0.0281,145.869,0.543
2020-06-06T15:30:43Z,Del verde,Mainstream (Deluxe Edition),2016-06-03,Calcutta ,"italian pop, rome indie",56,228480,0.807,0.529,0.21,7.16e-05,0.164,-9.372,0.0302,73.028,0.13
2020-05-21T10:37:05Z,Riposa in pace (feat. Drast),Riposa in pace (feat. Drast),2020-04-29,"ARIETE, Drast","italian hip hop, rome indie, emo trap italiana, italian pop",37,156800,0.334,0.555,0.711,0,0.153,-4.922,0.0791,149.91,0.231
2020-05-21T10:16:23Z,Amianto,Amianto,2020-04-23,ARIETE,"italian hip hop, rome indie, italian pop",0,179541,0.892,0.452,0.297,0,0.194,-14.231,0.0429,131.24,0.0929
2020-05-15T18:28:21Z,Ora che ti guardo bene,Ora che ti guardo bene,2020-04-15,Gazzelle,"italian pop, rome indie, italian adult pop",0,172836,0.217,0.672,0.464,0.000129,0.103,-5.757,0.0407,79.996,0.289
2020-05-14T17:48:10Z,Occhiaie,Occhiaie,2017-10-20,Galeffi,"italian indie pop, rome indie",0,203100,0.0116,0.474,0.793,0,0.0592,-3.898,0.0477,145.108,0.411
2020-05-14T09:23:24Z,Abbi cura di te - Live,Nel Caos Di Stanze Stupefacenti LIVE 2017,2017-11-17,Levante,"italian pop, turin indie, italian adult pop",8,282936,0.971,0.308,0.567,0.0112,0.923,-17.221,0.298,116.825,0.147
2020-05-04T16:14:05Z,Hurt Again,Inner Monologue Part 2,2019-06-28,Julia Michaels,pop,43,202320,0.252,0.826,0.701,1.74e-06,0.0936,-4.176,0.0497,129.975,0.783
2020-05-03T17:07:36Z,"I miss you, I’m sorry","I miss you, I’m sorry",2020-04-08,Gracie Abrams,alt z,0,167538,0.734,0.617,0.451,1.56e-06,0.128,-6.096,0.0481,109.757,0.161
2020-04-22T13:57:20Z,Someone New,Goddess (Deluxe),2014-01-01,BANKS,"indie poptimism, electropop, indietronica, shimmer pop, art pop",16,281017,0.923,0.581,0.225,0.000216,0.117,-12.764,0.0333,87.12,0.373
2020-04-17T18:16:33Z,Don't Forget About Me,Me Before You (Original Motion Picture Soundtrack),2016-06-03,CLOVES,australian alternative pop,0,268973,0.833,0.509,0.209,0.00282,0.159,-10.726,0.0324,126.741,0.0668
2020-04-17T12:51:23Z,Sorry,Sorry,2016-11-11,Aquilo,"indie anthem-folk, uk pop, vapor soul",0,255205,0.708,0.325,0.3,0,0.128,-11.355,0.0528,173.583,0.158
2020-04-15T09:13:50Z,Hurt,Light up the Dark,2015-09-18,Gabrielle Aplin,"acoustic pop, neo-singer-songwriter, uk pop, indie anthem-folk, viral pop",22,253493,0.136,0.538,0.508,0.0466,0.0993,-8.833,0.03,115.982,0.358
2020-04-13T18:38:59Z,Half As Good As You (feat. Alice Merton),Jubilee Road (Expanded Edition),2018-10-26,"Tom Odell, Alice Merton",chill pop,48,210859,0.687,0.602,0.431,0,0.108,-5.03,0.032,82.958,0.419
2020-04-13T18:01:52Z,In Vain,Sucker Punch,2019-03-08,Sigrid,"electropop, norwegian pop",33,247962,0.369,0.624,0.365,0,0.357,-7.78,0.0395,76.764,0.359
2020-04-13T16:50:17Z,What We Had,What We Had,2019-11-15,Sody,"alt z, uk pop",0,182813,0.953,0.655,0.449,0.000375,0.109,-7.437,0.0418,123.842,0.261
2020-04-13T11:22:08Z,Lose You To Love Me,Lose You To Love Me,2019-10-23,Selena Gomez,"pop, post-teen pop",22,206458,0.579,0.4,0.341,0,0.21,-9.0,0.0521,102.744,0.0852
2020-04-13T08:26:29Z,Maybe It Was Me,Maybe It Was Me,2018-09-28,Sody,"alt z, uk pop",44,179320,0.729,0.457,0.333,0,0.166,-9.76,0.131,166.463,0.251
2020-04-11T17:28:53Z,Oceans,Oceans - EP,2015-01-21,Seafret,folk-pop,48,216186,0.274,0.404,0.48,8.63e-06,0.132,-8.906,0.0303,129.162,0.2
2020-04-11T17:15:53Z,Julia,~how i'm feeling~,2020-03-06,Lauv,pop,0,218000,0.907,0.458,0.13,0,0.164,-14.575,0.0805,162.311,0.333
2020-04-08T13:21:14Z,Favourite Ex,Favourite Ex,2019-04-12,Maisie Peters,"alt z, uk pop",54,201694,0.718,0.396,0.177,0,0.139,-10.277,0.0378,177.215,0.221
2020-04-08T09:42:47Z,Anyone,Anyone,2020-01-27,Demi Lovato,"pop, post-teen pop",47,227813,0.876,0.505,0.387,0,0.111,-6.338,0.0382,127.126,0.314
2020-04-08T08:36:47Z,Heart Like Yours,If I Stay (Original Motion Picture Soundtrack),2014-08-22,Willamette Stone,pop,55,199960,0.874,0.465,0.259,0,0.102,-9.849,0.0318,93.301,0.337
2020-04-08T08:28:52Z,Dancing With Your Ghost,Dancing With Your Ghost,2019-06-28,Sasha Alex Sloan,alt z,76,197732,0.768,0.629,0.328,2.5e-05,0.103,-8.284,0.029,74.953,0.389
2020-04-07T20:50:36Z,You Said You'd Grow Old With Me,Wide Awake,2012-09-28,Michael Schulte,"german pop, talentschau",59,224743,0.905,0.531,0.347,0,0.0935,-7.044,0.0345,114.441,0.289
2020-04-07T18:20:40Z,The Scientist,A Rush of Blood to the Head,2002-08-08,Coldplay,"permanent wave, pop",85,309600,0.731,0.557,0.442,1.46e-05,0.11,-7.224,0.0243,146.277,0.213
2020-04-07T18:17:10Z,Naked,Naked,2017-11-24,James Arthur,"uk pop, pop, talent show",65,234106,0.104,0.529,0.607,0,0.0631,-6.781,0.0574,101.966,0.238
2020-04-07T18:07:40Z,Jealous,Jealous,2014-11-21,Labrinth,"indie poptimism, pop",0,287693,0.874,0.439,0.153,0,0.107,-8.95,0.0479,116.76,0.104
2020-04-07T18:01:46Z,Heal,Long Way Down (Deluxe),2013-06-24,Tom Odell,chill pop,72,193080,0.952,0.445,0.179,0.00056,0.107,-12.938,0.0396,72.246,0.119
2020-04-07T12:02:50Z,Where's My Love,Where's My Love,2016-01-21,SYML,modern indie pop,0,248332,0.911,0.39,0.211,0.0109,0.108,-11.796,0.0312,103.79,0.144
2020-04-07T11:21:11Z,Sorry,hopeless fountain kingdom (Deluxe),2017-06-02,Halsey,"indie poptimism, electropop, pop, etherpop",0,220540,0.912,0.447,0.257,0,0.117,-9.172,0.0394,136.87,0.32
2020-04-07T11:06:59Z,Someone to Break Your Heart,Someone to Break Your Heart,2019-12-13,Emma Jensen,indie,0,199647,0.877,0.622,0.229,7.66e-06,0.069,-12.109,0.0648,119.889,0.293
2020-04-07T10:45:05Z,Complicated,Complicated,2015-08-09,Olivia O'Brien,"alt z, pop",2,189000,0.694,0.657,0.355,0.000427,0.123,-12.044,0.0714,74.99,0.0808
2020-03-01T18:04:40Z,Fuoricontesto,Please Wait,2020-01-10,Meli,italian indie pop,13,176101,0.632,0.771,0.668,0,0.17,-4.933,0.0397,150.116,0.543
2020-03-01T16:09:40Z,Non ci sei più,Non ci sei più,2020-01-24,Mameli,"italian pop, italian indie pop",25,180000,0.289,0.608,0.548,0,0.356,-5.898,0.0313,128.004,0.31
2020-03-01T10:59:11Z,Come la luna,Come la luna,2019-11-08,Management,"indie rock italiano, italian indie pop, italian alternative",20,185704,0.703,0.64,0.312,0,0.101,-12.638,0.0312,83.061,0.472
2020-03-01T10:53:32Z,IL CIELO DI ROMA,EX VOTO,2019-09-27,AIELLO,italian pop,39,192653,0.233,0.692,0.547,0,0.122,-7.301,0.2,140.032,0.672
2020-03-01T10:45:55Z,Settebello,Settebello,2020-02-28,Galeffi,"italian indie pop, rome indie",20,199000,0.17,0.521,0.541,0,0.0671,-6.512,0.0323,163.881,0.335
2020-02-28T19:40:49Z,ocean eyes,dont smile at me,2017-12-22,Billie Eilish,"pop, art pop",83,200379,0.816,0.511,0.363,0.0317,0.084,-7.65,0.041,144.892,0.169
2020-02-20T19:04:53Z,Six Feet Under,Six Feet Under,2016-11-17,Billie Eilish,"pop, art pop",73,189613,0.807,0.576,0.307,0.000355,0.0792,-12.732,0.0428,67.513,0.157
2020-02-20T16:11:06Z,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Billie Eilish,"pop, art pop",81,291796,0.952,0.421,0.131,0.00453,0.109,-18.435,0.0382,137.446,0.12
2020-02-20T16:01:57Z,listen before i go,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Billie Eilish,"pop, art pop",75,242652,0.935,0.319,0.0561,0.00384,0.388,-23.023,0.045,79.764,0.082
2020-01-27T19:26:48Z,Gaetano,Mainstream (Deluxe Edition),2016-06-03,Calcutta ,"italian pop, rome indie",59,242320,0.752,0.609,0.483,3.96e-06,0.264,-7.778,0.0287,139.908,0.254
2020-01-22T16:58:31Z,Mi fai venire,Mi fai venire,2019-09-27,Postino,italian indie pop,0,192502,0.28,0.583,0.53,0,0.186,-6.981,0.0478,75.978,0.312
2020-01-15T20:27:05Z,Senza Di Me (feat. Venerus & Franco126),Senza Di Me,2018-12-21,"Gemitaiz, Venerus, Franco126","indie rock italiano, italian hip hop, r&b italiano, milan indie, italian indie pop, rome indie, italian pop",61,201961,0.167,0.698,0.636,0,0.125,-5.844,0.034,107.282,0.313
2020-01-09T11:16:22Z,Per due che come noi,Per due che come noi,2019-12-13,Brunori Sas,"folk rock italiano, italian adult pop, italian indie pop, italian pop, italian alternative",0,227680,0.655,0.47,0.497,1.07e-06,0.166,-6.883,0.0372,137.643,0.307
2020-01-05T17:43:16Z,Scudo,Scudo,2019-08-30,Gio Evan,"italian pop, italian indie pop",0,242400,0.191,0.555,0.589,3.3e-06,0.126,-7.361,0.0551,173.983,0.36
2019-12-31T15:41:47Z,Cuori d'artificio,Manuale Distruzione,2014-03-11,Levante,"italian pop, turin indie, italian adult pop",0,281346,0.0646,0.571,0.503,7.04e-06,0.128,-5.694,0.0276,125.025,0.274
2019-12-02T21:21:30Z,Una canzone che non so,Post Punk,2019-10-25,Gazzelle,"italian pop, rome indie, italian adult pop",0,185173,0.384,0.705,0.502,0,0.123,-6.612,0.0262,119.862,0.548
2019-10-04T15:57:32Z,Reali,Magmamemoria,2019-10-04,Levante,"italian pop, turin indie, italian adult pop",0,212538,0.263,0.713,0.658,0,0.127,-7.063,0.0815,94.025,0.72
2019-10-04T15:57:27Z,Arcano 13,Magmamemoria,2019-10-04,Levante,"italian pop, turin indie, italian adult pop",0,195268,0.994,0.722,0.0329,0.0112,0.131,-20.675,0.0469,67.331,0.0743
2019-04-18T18:18:54Z,Abbi cura di te,Abbi cura di te,2015-05-05,Levante,"italian pop, turin indie, italian adult pop",36,248960,0.782,0.646,0.29,4.17e-05,0.101,-7.677,0.0328,113.908,0.109
